catagory,action-link-href,name,company,rate,privacy-policy-link-href
Smart home,https://assistant.google.com/services/a/uid/0000000cf030888b,Vivitar Smart Cameras,"Sakar International, Inc.",3,http://www.vivitar.com/disclaimer
Smart home,https://assistant.google.com/services/a/uid/000000949881c5f3,Super Warm,,5,http://www.warm-lighting.com/news_show_en.asp?id=238
Weather,https://assistant.google.com/services/a/uid/00000001aaf1d325,Weather Hippie,Weather Hippie,4.1,http://www.weatherhippie.com/privacy
Health & fitness,https://assistant.google.com/services/a/uid/000000aed207c2db,WebMD,"WebMD, LLC",4.1,http://www.webmd.com/about-webmd-policies/about-privacy-policy
Health & fitness,https://assistant.google.com/services/a/uid/0000002981c51308,Yoga mat,wellnesys,0,http://www.wellnesys.com/privacy.html
Music & audio,https://assistant.google.com/services/a/uid/00000063c1e76e2d,Christmas Melody,Mediastreaming.it,5,http://www.xmasmelody.com/Privacy/christmas_melody_privacy_policy.html
Shopping,https://assistant.google.com/services/a/uid/000000a29fcf8f98,Fit Station,,2.5,http://www8.hp.com/us/en/privacy/privacy.html
Arts & lifestyle,https://assistant.google.com/services/a/uid/0000005bdcdf0ba3,Leo Interactive,VoiceBotAcademy,5,http://zerozonecreative.com/policy/privacy-policy-leonardo-da-vinci/
Travel & transportation,https://assistant.google.com/services/a/uid/000000813479435d,Sport Travel Agency,VoiceBotAcademy,5,http://zerozonecreative.com/policy/privacy-policy-sport-travel-agency/
Travel & transportation,https://assistant.google.com/services/a/uid/0000001e2e5831f7,Talking Tickets,VoiceBotAcademy,0,http://zerozonecreative.com/policy/privacy-policy-talking-tickets/
Food & drink,https://assistant.google.com/services/a/uid/00000034bf7ad73a,Voice Ice Cream,VoiceBotAcademy,5,http://zerozonecreative.com/policy/privacy-policy-voice-icecream/
Sports,https://assistant.google.com/services/a/uid/000000a79788dcd0,Is the game close,Sportsball Co,3,https://1drv.ms/w/s!AmJ9vvH-mtdoaaPNCJ6YCXxCymU
Music & audio,https://assistant.google.com/services/a/uid/0000005a207ece79,Out Radio,411out llc,0,https://411out.com/fm/privacy-policy/
Smart home,https://assistant.google.com/services/a/uid/000000c53f17c0b6,My Zoe EV,Luca Cimarossa,0,https://452e24hub5.execute-api.eu-west-1.amazonaws.com/prod/privacy
Local,https://assistant.google.com/services/a/uid/000000e360ad85a0,Business Chat,Keith J Pittner,0,https://5thdm.com/AssistantPrivacy.html
Smart home,https://assistant.google.com/services/a/uid/0000008c4554a06d,Digital Life,AT&T,5,https://about.att.com/sites/privacy_policy
Smart home,https://assistant.google.com/services/a/uid/0000001c7543e0fa,WisQo,WisQo Pte Ltd,3,https://account.wisqo.com/privacy-policy.htm
Smart home,https://assistant.google.com/services/a/uid/00000095e886d415,Acis home,Acis Company,5,https://acis.com.vn/privacy-policy/?lang=en
Shopping,https://assistant.google.com/services/a/uid/000000cd8bf74c25,Drinks on Tap,Adimo,4.4,https://adimo.co/privacy-policy
"Movies, photos & TV",https://assistant.google.com/services/a/uid/0000002d4f6a4c0e,Dr Movies,Daebak Soft.,3,https://adin234.github.io/Tax-Calculator-Policy/index.htm
"Movies, photos & TV",https://assistant.google.com/services/a/uid/000000fd57ae51ff,Find Movie For Me,Afzaal Ahmad Zeeshan,5,https://afzaal-ahmad-zeeshan.blogspot.com/p/privacy-policy.html
Weather,https://assistant.google.com/services/a/uid/00000074545c9f0c,Air Quality,Clara Ko,4.2,https://airquality-website.firebaseapp.com/privacy-dialogflow.html
Smart home,https://assistant.google.com/services/a/uid/0000008543f96dd4,Alfred Camera,AlfredLabs Inc.,4.6,https://alfred.camera/forum/t/terms-of-service/1359#heading--privacy-policy
Food & drink,https://assistant.google.com/services/a/uid/0000005e0837af29,Wine Master,Alpine.ai,3.9,https://alpine.ai/privacy
Music & audio,https://assistant.google.com/services/a/uid/000000d48e2a9efa,Burglar Deterrent,,4,https://alsummers.weebly.com/privacy.html
Business & finance,https://assistant.google.com/services/a/uid/000000df6f2eb632,Market Insights,,5,https://am.jpmorgan.com/us/en/asset-management/gim/adv/voice-terms-of-service
Business & finance,https://assistant.google.com/services/a/uid/000000b972359b47,My Next Move,J.P. Morgan Chase,4,https://am.jpmorgan.com/us/en/asset-management/gim/adv/voice-terms-of-service
Weather,https://assistant.google.com/services/a/uid/000000ac113ea4e2,Ambient Weather,Ambient Weather,3.7,https://ambientweather.net/privacy-policy/
Travel & transportation,https://assistant.google.com/services/a/uid/00000011cee7b4c5,Line Status,Android Alliance,4.4,https://androidalliance.github.io/privacypolicy/index.html
Travel & transportation,https://assistant.google.com/services/a/uid/00000066f7c2c07b,Tube Status,Android Alliance,4.2,https://androidalliance.github.io/privacypolicy/index.html
"Movies, photos & TV",https://assistant.google.com/services/a/uid/0000007dea58a0e8,Anime Helper,Design Future,0,https://anime-helper.flycricket.io/privacy.html
Smart home,https://assistant.google.com/services/a/uid/00000029ead47ca5,clever bonny,,5,https://api.yankon-xm.com/smartLight/clause/privacyClause
Smart home,https://assistant.google.com/services/a/uid/000000f585262290,Eureka robot,Eureka,0,https://api-ca.midea.com/static/privacy.html
Business & finance,https://assistant.google.com/services/a/uid/00000064a65e8ec4,ClientPay,ClientPay,0,https://app.clientpay.com/account/privacy
Smart home,https://assistant.google.com/services/a/uid/0000005c5e85c8dd,Imou,,4,https://app.easy4ipcloud.com/viewWeb/privacy_policy.html
Smart home,https://assistant.google.com/services/a/uid/000000cb485e02e7,Lorex Home,,0,https://app.lorexservices.com/viewWeb/register_privacy_lechange_enUS.html?client-id=1&appId=LorexHomephone1113&projectId=LorexHomefb1fbe3b
News & magazines,https://assistant.google.com/services/a/uid/000000eacd27dd90,Barnsley News,Ibly Ltd,0,https://app.termly.io/document/privacy-notice/49bc9699-cf59-4e4f-a231-483f0c679617
Travel & transportation,https://assistant.google.com/services/a/uid/00000095a3fa1f67,Go Fly,Spencer Stolworthy,3.7,https://app.termly.io/document/privacy-policy/f8c258fc-d9ac-484b-9e4d-104fe596c31a
Business & finance,https://assistant.google.com/services/a/uid/000000fa871101b2,Appalachian Power,AEP,0,https://appalachianpower.com/privacy.aspx
Travel & transportation,https://assistant.google.com/services/a/uid/0000001a212b7b80,Arranmore Ferry,,0,https://arranmorefastferry.com/voice/google-privacy-policy
Sports,https://assistant.google.com/services/a/uid/00000098279a5bef,The Belfast Giants,,2.3,https://askbelfastgiants.com/privacy-policy
Games & fun,https://assistant.google.com/services/a/uid/0000002fa3ac8bf1,Professor kNOW,Ravensburger AG,3.4,https://assets.ravensburger.com/legal/privacy/know_voice/privacy_english.html
Business & finance,https://assistant.google.com/services/a/uid/0000001629456105,My STCU,Abe AI Inc,0,https://assistant.stcu.org/privacy
Food & drink,https://assistant.google.com/services/a/uid/0000003555df0f4b,Starbucks Coffee Finder,Nestle,4,https://athome.starbucks.com/privacy-policy/
Smart home,https://assistant.google.com/services/a/uid/000000d101f5fe56,Aura Frame,Aura Frames,0,https://auraframes.com/privacy
Smart home,https://assistant.google.com/services/a/uid/000000266c4008c5,Control Mate,Automate Technologies,5,https://automatelk.com/policy.html
Business & finance,https://assistant.google.com/services/a/uid/00000034a02205e6,Bank Genie,Conversation.one,4.4,https://bankgenie.io/privacy-policy/
Travel & transportation,https://assistant.google.com/services/a/uid/000000c65bac9e13,KLM,KLM Royal Dutch Airlines,3.7,https://bb.klm.com/privacypolicy/en
Food & drink,https://assistant.google.com/services/a/uid/000000c961b95179,Mister Pots,Pico It,2.1,https://bee-t.com/#terms
Games & fun,https://assistant.google.com/services/a/uid/000000514ccaf13e,Biblical Quiz,7 IT Solutions,4.6,https://biblicalquizzes.com/privacy-action/en/
Smart home,https://assistant.google.com/services/a/uid/0000008c707a36f2,My Blaupunkt Alarm,Security Brand Pro Gmbh,1,https://blaupunkt.com/index.php?id=2140&L=1
Music & audio,https://assistant.google.com/services/a/uid/000000aee04755ed,Blerp,Blerp Inc.,5,https://blerp.com/privacy
Arts & lifestyle,https://assistant.google.com/services/a/uid/0000003b039ab91e,My Idols SA,Blu Bnana,0,https://blu-bnana.firebaseapp.com/CDN/privacypolicy.htm
Local,https://assistant.google.com/services/a/uid/000000f81d89935b,Rhema Bible Church,Blu Bnana,5,https://blu-bnana.firebaseapp.com/CDN/privacypolicy.htm
Health & fitness,https://assistant.google.com/services/a/uid/00000069d60aadf9,BlueHouse Yoga,MIKK London,5,https://bluehouseyoga.co.uk/pages/privacy-policy
Smart home,https://assistant.google.com/services/a/uid/00000067ed7026e4,Bosma Smart,BOSMA,3.8,https://bosmasmarthome.com/privacy-policy/
Health & fitness,https://assistant.google.com/services/a/uid/000000a04396478b,Symptomate,Infermedica,4.2,https://bot.infermedica.com/voice-application/privacy-policy/
Business & finance,https://assistant.google.com/services/a/uid/00000087035efd71,Moneta spend,Newton Board,5,https://botsnlp.github.io/moneta/terms.html
Sports,https://assistant.google.com/services/a/uid/000000a862d84885,Halesowen Town,Bravelocation Software Ltd.,0,https://bravelocation.com/privacy/yeltzland
Smart home,https://assistant.google.com/services/a/uid/000000542dd6df28,BSTControl,Bose SoundTouch 3rd party service,3.8,https://bstcontrol.com/PrivacyPolicy
Smart home,https://assistant.google.com/services/a/uid/0000003e9b55b8f8,[Retired] Sesame Lock,"CANDY HOUSE, Inc.",3.8,https://candyhouse.co/pages/privacy
Sports,https://assistant.google.com/services/a/uid/000000b7aa710f98,Washington Capitals,,4.6,https://capitals-action.s3.amazonaws.com/privacy.html
Smart home,https://assistant.google.com/services/a/uid/00000025f6bdbc9f,carbonTRACK,carbonTRACK,4.2,https://carbontrack.com.au/legal/google-home-privacy-policy/
Local,https://assistant.google.com/services/a/uid/0000007ffe1b8008,Cardiff Tickets,Ricorocks Digital Agency,5,https://cardiff.tickets/terms-conditions/
Business & finance,https://assistant.google.com/services/a/uid/00000015922949b0,McDonald's Apply Thru,"Paradox, Inc. for McDonald's",4.3,https://careers.mcdonalds.com/main/us/corporate/privacy
Smart home,https://assistant.google.com/services/a/uid/000000eb2f1f55b4,Smart Rubetek,LLC "STC Development of Complex Systems",5,https://ccc.rubetek.com/alexa/privacy
Smart home,https://assistant.google.com/services/a/uid/000000e297dd7a0b,project nursery,,3,https://cdn.shopify.com/s/files/1/0358/1661/files/Voxx_-_PN_Privacy_Policy_07-12-18_update_PNMAL2.pdf?6339498143117994708&11940718693593434975
Business & finance,https://assistant.google.com/services/a/uid/000000259b65e078,MercMoney,Mercantile - Bank of Michigan,0,https://chatbot.mercbank.com/privacy
Food & drink,https://assistant.google.com/services/a/uid/000000791415bb11,chef Connie,chef Connie,5,https://chefconnie.co/legal/privacy
Arts & lifestyle,https://assistant.google.com/services/a/uid/0000000ceac7486e,Outfit ideas,Chicisimo,3.7,https://chicisimo.com/privacy?footer=false
Business & finance,https://assistant.google.com/services/a/uid/000000b0d5bea1ad,Indian stocks,Chocochat,3.7,https://chocochat.github.io/index.html
Business & finance,https://assistant.google.com/services/a/uid/00001b668474701e,Citi,Citibank N.A.,0,https://citimobile.citibankonline.com/GMPWEB/privacy/privacypolicy_V1.1.html
Productivity,https://assistant.google.com/services/a/uid/000000fc81b2e464,ClickUp,Mango Technologies,2,https://clickup.com/privacy
Smart home,https://assistant.google.com/services/a/uid/0000009696a5a938,myVita plus,"Taiwan Secom Co., Ltd.",5,https://climax.nxt.tw/homeportal/html/Terms_and_conditions.html
Smart home,https://assistant.google.com/services/a/uid/000000a46b3133db,Oblo Living,OBLO Living,5,https://cloud.oblo.rs/pp.pdf
Smart home,https://assistant.google.com/services/a/uid/000000d5d2c76973,Clean Robot,,0,https://cloud1.3irobotics.net:8443/privacy/CleanRobotPrivacyPolicy.html
Smart home,https://assistant.google.com/services/a/uid/000000267e693677,Smart Robot,,5,https://cloud1.3irobotics.net:8443/privacy/PrivacyPolicy.html
Smart home,https://assistant.google.com/services/a/uid/0000001c5ac3e279,Cocoon,Cocoon Labs ltd.,4,https://cocoon.life/legal/privacy-policy/
Education & reference,https://assistant.google.com/services/a/uid/000000207e6f82b4,Code SEO,JR Oakes,3.4,https://codeseo.io/privacy-policy/
Business & finance,https://assistant.google.com/services/a/uid/0000003772c58252,CoinMarketCap,CoinMarketCap,5,https://coinmarketcap.com/privacy/
Shopping,https://assistant.google.com/services/a/uid/000000cdd19e78b6,Buyhatke Assist,Buyhatke Online Shopping,3.3,https://compare.buyhatke.com/company/privacy.php
Smart home,https://assistant.google.com/services/a/uid/00000052d0510e78,Automower,Husqvarna Group AB,3.4,https://content.ccm.dss.husqvarnagroup.net/amc-smarthome-app-pp/1/1/34abb0c3-c1aa-46c0-8506-894123f9f8f9/index.html
"Movies, photos & TV",https://assistant.google.com/services/a/uid/000000fc75503eff,Shark Week,"Discovery Communications, Inc.",4.4,https://corporate.discovery.com/privacy-policy/
Shopping,https://assistant.google.com/services/a/uid/0000006c93deffb6,Walmart,Walmart Grocery,4.4,https://corporate.walmart.com/privacy-security/walmart-privacy-policy
"Movies, photos & TV",https://assistant.google.com/services/a/uid/000000822418f9cf,Movie Pal,Creativo,5,https://creativo.hu/films/privacy.html
Smart home,https://assistant.google.com/services/a/uid/0000000ce61f679e,Cross Smart,,0,https://csmart.vn/privacy-policy-eng/
Local,https://assistant.google.com/services/a/uid/000000454f2d069f,Curacao Party,Zonneveld Cloud,3.8,https://curacao.party/privacy
Health & fitness,https://assistant.google.com/services/a/uid/0000007bce58f2bf,Daily Self Care,Ari Patel,4,https://daily-self-care.firebaseapp.com/Privacy-Policy.txt
Sports,https://assistant.google.com/services/a/uid/0000009f4591aee3,Cricket Stories,Darshan Baid,5,https://darshan.ninja/cricketstories-pp.html
Music & audio,https://assistant.google.com/services/a/uid/000000cc7f859ff7,Dash Radio,Dash Radio,4.6,https://dashradio.com/privacy/
Arts & lifestyle,https://assistant.google.com/services/a/uid/0000004705fa75a4,Gardening Advice,"Data Driven Design, LLC",4.5,https://datadriven.design/privacy-policy/
Business & finance,https://assistant.google.com/services/a/uid/000000851ed2a0a8,Voice Designer,Data Driven Design,0,https://datadriven.design/privacy-policy/
Smart home,https://assistant.google.com/services/a/uid/000000473f906dfc,dream catcher,DreamCatcher IoT Technology LLC,3.9,https://dc11.iotdreamcatcher.net/dcweb/privacy.html
Sports,https://assistant.google.com/services/a/uid/00000016905ab03a,ipl exam,Deep Boda,0,https://deepboda.blogspot.com/p/blog-page.html
Business & finance,https://assistant.google.com/services/a/uid/00000094d400de2f,Cyber Bank,Technisys,0,https://desarrollo-cdp.technisys.com/privacyPolicy
Local,https://assistant.google.com/services/a/uid/000000a4bc335e62,Detroit,City of Detroit,5,https://detroitmi.gov/privacy
Food & drink,https://assistant.google.com/services/a/uid/000000bfa81a6da2,Oreo Cookie,Oreo,4.5,https://disclaimer.mondelezinternational.com/privacy_policy.html
Games & fun,https://assistant.google.com/services/a/uid/000000b0a936da65,Disney Princess,Disney,4.9,https://disneyprivacycenter.com/
Health & fitness,https://assistant.google.com/services/a/uid/0000000c1d137cba,Emotion regulation,PERT,0,https://dllewellyn.github.io/acaap/privacy_policy_pert.html
Smart home,https://assistant.google.com/services/a/uid/000000c59bc21d35,Edison Smart,,5,https://dma-int.jp/edisonsmart_private
Health & fitness,https://assistant.google.com/services/a/uid/0000006fe7ae9ff1,Sanskrit names for yoga poses,Caroline Yates,4.4,https://docs.google.com/a/google.com/document/d/e/2PACX-1vR_8aeGdU9wCZzUQYSBrMXrXsNQIjYEADsW90iw0iw1dHthdFj-VI-xtC0F_8X-mCW0tPv8NTLHjCeS/pub
Games & fun,https://assistant.google.com/services/a/uid/0000008a8244f83f,Friends Trivia,,3.8,https://docs.google.com/a/russ.co.il/document/d/1YAYz-gy1GxvKRm8xRx5NWLXkxFYeGwgtrapMA8kLYB8/edit?usp=sharing
Games & fun,https://assistant.google.com/services/a/uid/00000062d4d56ea5,Sorting Ceremony,Voiceano,3.4,https://docs.google.com/document/d/1_3cJkZQAvggWgdvVwFLFVjWG_WiirPfejs2yndtIq64/edit?usp=sharing
